text,label,source
"Subject: FINAL NOTICE: account closure

Dear Customer,

Your invoice remains unpaid. Settle it now to avoid late fees: http://micros0ft-support.org/security

Claim your reward: http://micros0ft-support.org/security !!!

Please provide your password, credit card details and SSN for verification.

Your account will be locked permanently if you do not verify within 24 hours.

From: helpdesk@microsoft.com | Reply-To: admin@secure-bank-login.top

Attachment: tracking_info.docm

Best regards,
Customer Support Team",1,phishing_template
"Subject: Your refund is pending - click to receive

Dear User,

Someone tried to access your account from a new device. Confirm it was you: http://185.220.101.4/login.php

Resolve this issue: http://185.220.101.4/login.php !!!

Reply with your full name, address, phone number and bank details.

Your account will be locked permanently if you do not verify within 24 hours.

From: service@apple.com | Reply-To: support@paypa1-secure.com

Attachment: tracking_info.docm

Best regards,
Customer Support Team",1,phishing_template
"Subject: Newsletter: Tech Digest #42

Dear Chiara De Venuto,

Hope you are having a good week.

Your enrollment in the course has been confirmed. Materials are available at https://www.canva.com/courses/ai-practitioner.

Feel free to reach out anytime.

Best regards,
Anna Bianchi
DataWorks
HR Specialist",0,legit_template
"Subject: Feedback survey - 2 minutes

Dear Ms. De Venuto,

I hope this message finds you well.

The interview is confirmed for next week. You can join via https://github.com/meet/interview-92114.

Let me know if you have any questions.

Best regards,
Marco Rossi
StudioNova
Support Lead",0,legit_template
"Subject: Feedback survey - 2 minutes

Dear Chiara,

Hope you are having a good week.

Your order #31473 has shipped and is expected to arrive on Thursday. You can track it at https://www.airbnb.com.

Happy to discuss further if needed.

Best regards,
Luca Verdi
Acme Corp
Support Lead",0,legit_template
"Subject: Your AWS certification results are ready

Dear Ms. De Venuto,

I hope this message finds you well.

Thank you for your purchase. Your receipt is available at https://www.amazon.com/receipts/order-21807.

Looking forward to your feedback.

Best regards,
Anna Bianchi
GreenPath srl
Support Lead",0,legit_template
"Subject: Verify your email address

Hi Chiara, please confirm your new email address to keep receiving notifications: https://www.notion.so/confirm-email.

Best regards,
John Miller
Acme Corp
Team Coordinator",0,hard_legit
"Subject: Security settings updated

Dear Chiara, our system detected a login from a new device. If this was you, no action is needed. Otherwise, reset your password at https://github.com/reset.

Best regards,
Luca Verdi
StudioNova
Support Lead",0,hard_legit
"Subject: Password change confirmation

Dear Ms. De Venuto,

I hope this message finds you well.

Your order #86418 has shipped and is expected to arrive on Friday. You can track it at https://www.figma.com.

Looking forward to your feedback.

Best regards,
Anna Bianchi
DataWorks
Account Manager",0,legit_template
"Subject: Team lunch on Friday

Dear Chiara De Venuto,

I hope this message finds you well.

Please find the weekly digest attached. Highlights include the new feature release and the Q&A summary.

Have a great day!

Best regards,
Luca Verdi
DataWorks
HR Specialist",0,legit_template
"Subject: Verify your email address

Hello Chiara, we updated your account security settings as requested. You can review them at https://www.airbnb.com/settings/security.

Best regards,
John Miller
Acme Corp
Project Manager",0,hard_legit
"Subject: Action required: reactivate your account

Dear Account Holder,

We detected a security issue with your account. Login and confirm: http://paypal-customer-support.loan/refund

Claim your reward: http://paypal-customer-support.loan/refund

Send your bank account number and PIN to complete the transfer.

Do not ignore this message. Your account access will be revoked.

From: support@paypal.com | Reply-To: support@paypa1-secure.com

Attachment: tracking_info.docm

Best regards,
Customer Support Team",1,phishing_template
"Subject: Your AWS certification results are ready

Dear Ms. De Venuto,

Hope you are having a good week.

The interview is confirmed for next week. You can join via https://trello.com/meet/interview-78920.

Let me know if you have any questions.

Best regards,
Luca Verdi
Acme Corp
Team Coordinator",0,legit_template
"Subject: Your refund is pending - click to receive

Dear Customer,

Due to unusual activity, your account has been temporarily suspended. Please verify your identity at: http://linkedin-alerts.club/recover

Confirm your identity: http://linkedin-alerts.club/recover

Please provide your password, credit card details and SSN for verification.

Your account will be locked permanently if you do not verify within 24 hours.

From: service@apple.com | Reply-To: support@paypa1-secure.com

Attachment: tracking_info.docm

Best regards,
Customer Support Team",1,phishing_template
"Subject: VERIFY YOUR ACCOUNT IMMEDIATELY

Dear Valued Member,

Due to unusual activity, your account has been temporarily suspended. Please verify your identity at: http://dhl-parcel-update.icu/track

Claim your reward: http://dhl-parcel-update.icu/track !!!

Send your bank account number and PIN to complete the transfer.

Failure to act within 24 hours will result in permanent closure of your account.

From: billing@netflix.com | Reply-To: claims@account-verification.xyz

Attachment: tracking_info.docm

Best regards,
Customer Support Team",1,phishing_template
"Subject: Profile confirmation request

Dear Customer,

Hi there, our records show your billing details need a quick update. Please review them at your earliest convenience: http://paypal-customer-support.loan/refund

Regards,
updates@netflix-billing.com",1,hard_phishing
"Subject: Your order #48217 has shipped

Dear Ms. De Venuto,

I hope this message finds you well.

Your enrollment in the course has been confirmed. Materials are available at https://www.notion.so/courses/ai-practitioner.

Let me know if you have any questions.

Best regards,
Marco Rossi
Acme Corp
Account Manager",0,legit_template
"Subject: Your password will expire in 24 hours

Dear User,

Your most recent payment could not be processed. Update your billing details at: http://goog1e-account.com/recovery

Click here to verify: http://goog1e-account.com/recovery

Provide your login credentials and date of birth to unlock your account.

Failure to act within 24 hours will result in permanent closure of your account.

From: service@apple.com | Reply-To: noreply@amaz0n-update.com

Attachment: invoice_99821.zip

Best regards,
Customer Support Team",1,phishing_template
"Subject: Newsletter: Tech Digest #42

Dear Chiara,

Hope you are having a good week.

We changed your account password as you requested. If this was not you, please contact our team at https://www.canva.com/help.

Happy to discuss further if needed.

Best regards,
Marco Rossi
GreenPath srl
Support Lead",0,legit_template
"Subject: Weekly team update - projects on track

Dear Chiara,

I hope this message finds you well.

Your enrollment in the course has been confirmed. Materials are available at https://drive.google.com/courses/ai-practitioner.

Feel free to reach out anytime.

Best regards,
John Miller
StudioNova
Team Coordinator",0,legit_template
"Subject: Your password will expire in 24 hours

Dear Customer,

You have been selected for a reward. Claim it before it expires: http://fedex-delivery-notice.rest/track

Update your account: http://fedex-delivery-notice.rest/track !!

Reply with your full name, address, phone number and bank details.

This is the FINAL NOTICE. Immediate action is required.

From: service@apple.com | Reply-To: claims@account-verification.xyz

Attachment: receipt.scr

Best regards,
Customer Support Team",1,phishing_template
"Subject: Reminder: docs review tomorrow

Dear Ms. De Venuto,

I hope this message finds you well.

Our support line is +39 06 555 0117 if you need assistance with your account.

Let me know if you have any questions.

Best regards,
Luca Verdi
DataWorks
Account Manager",0,legit_template
"Subject: Password change confirmation

Dear Chiara,

Hope you are having a good week.

Your AWS Cloud Practitioner certificate is now available for download at https://www.figma.com/certificates.

Looking forward to your feedback.

Best regards,
Marco Rossi
TechFlow Ltd
Account Manager",0,legit_template
"Subject: Feedback survey - 2 minutes

Dear Ms. De Venuto,

Hope you are having a good week.

Your AWS Cloud Practitioner certificate is now available for download at https://mail.google.com/certificates.

Feel free to reach out anytime.

Best regards,
Marco Rossi
GreenPath srl
Project Manager",0,legit_template
"Subject: Interview schedule confirmed - 10:00 AM

Dear Chiara,

I hope this message finds you well.

Attached is the agenda for our meeting on Friday at 14:30. Please review before the call.

Happy to discuss further if needed.

Best regards,
John Miller
Acme Corp
Team Coordinator",0,legit_template
"Subject: Subscription renewal notice

Dear Customer,

Dear member, as part of our annual security review we ask you to reconfirm your email address at http://steam-support.click/reward.

Regards,
noreply@paypal-support.com",1,hard_phishing
"Subject: Update your billing information now

Dear Customer,

Someone tried to access your account from a new device. Confirm it was you: http://paypa1-secure.com/verify/login

Update your account: http://paypa1-secure.com/verify/login

Send your bank account number and PIN to complete the transfer.

This matter requires your immediate attention.

From: service@apple.com | Reply-To: verify@pay-pal-verify.net

Attachment: payment_details.exe

Best regards,
Customer Support Team",1,phishing_template
"Subject: Annual security review

Dear Customer,

Hi there, our records show your billing details need a quick update. Please review them at your earliest convenience: http://coinbase-wallet-verify.gq/claim

Regards,
no-reply@amazon-security.net",1,hard_phishing
"Subject: Subscription renewal notice

Dear Member,

Hello, we noticed your email was used to register on a new device. To keep your account active, please confirm your email address here: http://paypa1-secure.com/verify/login

Regards,
mail@dropbox-security.org",1,hard_phishing
"Subject: Update your billing information now

Dear Valued Member,

Due to unusual activity, your account has been temporarily suspended. Please verify your identity at: http://amaz0n-update.com/confirm

Click here to verify: http://amaz0n-update.com/confirm !!!

Reply with your full name, address, phone number and bank details.

Failure to act within 24 hours will result in permanent closure of your account.

From: billing@netflix.com | Reply-To: support@paypa1-secure.com

Attachment: payment_details.exe

Best regards,
Customer Support Team",1,phishing_template
"Subject: Your refund is pending - click to receive

Dear Account Holder,

Due to unusual activity, your account has been temporarily suspended. Please verify your identity at: http://steam-support.click/reward

Claim your reward: http://steam-support.click/reward !!!

Enter your card number, expiry and CVV on the page.

This matter requires your immediate attention.

From: accounts@wellsfargo.com | Reply-To: verify@pay-pal-verify.net

Attachment: invoice_99821.zip

Best regards,
Customer Support Team",1,phishing_template
"Subject: Course enrollment confirmed: AI Practitioner

Dear Ms. De Venuto,

Hope you are having a good week.

Thank you for your purchase. Your receipt is available at https://www.udemy.com/receipts/order-33456.

Happy to discuss further if needed.

Best regards,
Luca Verdi
Acme Corp
Account Manager",0,legit_template
"Subject: Limited time: 70% discount for you

Dear Account Holder,

Your package could not be delivered due to incorrect address. Update your details: http://secure-bank-login.top/update

Login and confirm: http://secure-bank-login.top/update !!

Please provide your password, credit card details and SSN for verification.

Do not ignore this message. Your account access will be revoked.

From: support@paypal.com | Reply-To: noreply@amaz0n-update.com

Attachment: invoice_99821.zip

Best regards,
Customer Support Team",1,phishing_template
"Subject: A document was shared with you

Dear Customer,

Hi there, our records show your billing details need a quick update. Please review them at your earliest convenience: http://coinbase-wallet-verify.gq/claim

Regards,
mail@dropbox-security.org",1,hard_phishing
"Subject: VERIFY YOUR ACCOUNT IMMEDIATELY

Dear Valued Member,

Someone tried to access your account from a new device. Confirm it was you: http://account-verification.xyz/confirm

Click here to verify: http://account-verification.xyz/confirm

Enter your card number, expiry and CVV on the page.

This matter requires your immediate attention.

From: service@apple.com | Reply-To: support@paypa1-secure.com

Attachment: tracking_info.docm

Best regards,
Customer Support Team",1,phishing_template
"Subject: Your password will expire in 24 hours

Dear Account Holder,

Your invoice remains unpaid. Settle it now to avoid late fees: http://secure-bank-login.top/update

Click here to verify: http://secure-bank-login.top/update !!

Send your bank account number and PIN to complete the transfer.

Your account will be locked permanently if you do not verify within 24 hours.

From: security@amazon.com | Reply-To: claims@account-verification.xyz

Attachment: payment_details.exe

Best regards,
Customer Support Team",1,phishing_template
"Subject: Subscription renewal notice

Dear User,

Hi there, our records show your billing details need a quick update. Please review them at your earliest convenience: http://91.206.93.38/verify/index.php

Regards,
mail@dropbox-security.org",1,hard_phishing
"Subject: Feedback survey - 2 minutes

Dear Ms. De Venuto,

I hope this message finds you well.

We changed your account password as you requested. If this was not you, please contact our team at https://www.airbnb.com/help.

Let me know if you have any questions.

Best regards,
Sara Moretti
StudioNova
Project Manager",0,legit_template
"Subject: Billing details update

Dear User,

Dear user, a document was shared with you. Open it to view: http://coinbase-wallet-verify.gq/claim

Regards,
updates@netflix-billing.com",1,hard_phishing
"Subject: Your Netflix account has been compromised

Dear Valued Member,

Your package could not be delivered due to incorrect address. Update your details: http://paypal-customer-support.loan/refund

Resolve this issue: http://paypal-customer-support.loan/refund !!!

Provide your login credentials and date of birth to unlock your account.

This is the FINAL NOTICE. Immediate action is required.

From: security@amazon.com | Reply-To: noreply@amaz0n-update.com

Attachment: tracking_info.docm

Best regards,
Customer Support Team",1,phishing_template
"Subject: Update your billing information now

Dear Customer,

Your most recent payment could not be processed. Update your billing details at: http://linkedin-alerts.club/recover

Login and confirm: http://linkedin-alerts.club/recover !!

Provide your login credentials and date of birth to unlock your account.

Failure to act within 24 hours will result in permanent closure of your account.

From: support@paypal.com | Reply-To: claims@account-verification.xyz

Attachment: receipt.scr

Best regards,
Customer Support Team",1,phishing_template
"Subject: Feedback survey - 2 minutes

Dear Chiara,

Hope you are having a good week.

Your order #76476 has shipped and is expected to arrive on Monday. You can track it at https://www.figma.com.

Have a great day!

Best regards,
Anna Bianchi
TechFlow Ltd
Team Coordinator",0,legit_template
"Subject: Your payment was declined - action required

Dear Valued Member,

Due to unusual activity, your account has been temporarily suspended. Please verify your identity at: http://91.206.93.38/verify/index.php

Claim your reward: http://91.206.93.38/verify/index.php !!

Please provide your password, credit card details and SSN for verification.

Your account will be locked permanently if you do not verify within 24 hours.

From: security@amazon.com | Reply-To: admin@secure-bank-login.top

Attachment: invoice_99821.zip

Best regards,
Customer Support Team",1,phishing_template
"Subject: Confirm your identity to continue

Dear Customer,

Due to unusual activity, your account has been temporarily suspended. Please verify your identity at: http://pay-pal-verify.net/account/update

Update your account: http://pay-pal-verify.net/account/update !!!

Send your bank account number and PIN to complete the transfer.

Failure to act within 24 hours will result in permanent closure of your account.

From: service@apple.com | Reply-To: admin@secure-bank-login.top

Attachment: payment_details.exe

Best regards,
Customer Support Team",1,phishing_template
"Subject: Profile confirmation request

Dear User,

Hello, your subscription will renew soon. Manage your plan here: http://linkedin-alerts.club/recover

Regards,
updates@netflix-billing.com",1,hard_phishing
"Subject: Two-factor authentication enabled

Hello Chiara, we updated your account security settings as requested. You can review them at https://www.figma.com/settings/security.

Best regards,
Marco Rossi
StudioNova
Project Manager",0,hard_legit
"Subject: Two-factor authentication enabled

Dear Ms. De Venuto, your account password was recently changed. If this was not you, contact us at https://www.amazon.com/help.

Best regards,
John Miller
StudioNova
Account Manager",0,hard_legit
"Subject: Please confirm your email address

Dear Customer,

Dear user, a document was shared with you. Open it to view: http://dhl-parcel-update.icu/track

Regards,
no-reply@amazon-security.net",1,hard_phishing
"Subject: Feedback survey - 2 minutes

Dear Ms. De Venuto,

Hope you are having a good week.

Thank you for your purchase. Your receipt is available at https://drive.google.com/receipts/order-64266.

Looking forward to your feedback.

Best regards,
John Miller
GreenPath srl
Project Manager",0,legit_template
"Subject: Meeting agenda: Friday 14:30

Dear Chiara De Venuto,

I hope this message finds you well.

The interview is confirmed for next week. You can join via https://www.amazon.com/meet/interview-11075.

Let me know if you have any questions.

Best regards,
Sara Moretti
Acme Corp
Support Lead",0,legit_template
"Subject: Two-factor authentication enabled

Hi Chiara, please confirm your new email address to keep receiving notifications: https://mail.google.com/confirm-email.

Best regards,
Luca Verdi
TechFlow Ltd
Team Coordinator",0,hard_legit
"Subject: Verify your email address

Hi Chiara, to finish your registration please verify your email address by clicking this link: https://github.com/verify/email. The link expires in 48 hours.

Best regards,
Sara Moretti
TechFlow Ltd
Project Manager",0,hard_legit
"Subject: Your password will expire in 24 hours

Dear Valued Member,

We detected a security issue with your account. Login and confirm: http://secure-bank-login.top/update

Login and confirm: http://secure-bank-login.top/update !!!

Enter your card number, expiry and CVV on the page.

Your account will be locked permanently if you do not verify within 24 hours.

From: service@apple.com | Reply-To: verify@pay-pal-verify.net

Attachment: payment_details.exe

Best regards,
Customer Support Team",1,phishing_template
"Subject: Password change confirmation

Dear Ms. De Venuto,

Hope you are having a good week.

The interview is confirmed for next week. You can join via https://www.notion.so/meet/interview-16086.

Let me know if you have any questions.

Best regards,
John Miller
StudioNova
Support Lead",0,legit_template
"Subject: Two-factor authentication enabled

Hi Chiara, please confirm your new email address to keep receiving notifications: https://docs.python.org/confirm-email.

Best regards,
Marco Rossi
Acme Corp
Account Manager",0,hard_legit
"Subject: Your order #48217 has shipped

Dear Chiara,

Hope you are having a good week.

Our support line is +39 06 555 0117 if you need assistance with your account.

Let me know if you have any questions.

Best regards,
Luca Verdi
DataWorks
HR Specialist",0,legit_template
"Subject: Course enrollment confirmed: AI Practitioner

Dear Chiara De Venuto,

I hope this message finds you well.

Your order #59177 has shipped and is expected to arrive on Wednesday. You can track it at https://www.canva.com.

Have a great day!

Best regards,
Marco Rossi
TechFlow Ltd
Project Manager",0,legit_template
"Subject: Claim your free gift card today!!!

Dear Valued Member,

We detected a security issue with your account. Login and confirm: http://linkedin-alerts.club/recover

Claim your reward: http://linkedin-alerts.club/recover !!

Please provide your password, credit card details and SSN for verification.

This is the FINAL NOTICE. Immediate action is required.

From: billing@netflix.com | Reply-To: support@paypa1-secure.com

Attachment: tracking_info.docm

Best regards,
Customer Support Team",1,phishing_template
"Subject: Two-factor authentication enabled

Hi Chiara, please confirm your new email address to keep receiving notifications: https://www.paypal.com/confirm-email.

Best regards,
Sara Moretti
DataWorks
Project Manager",0,hard_legit
"Subject: Confirm your new email

Hi Chiara, to finish your registration please verify your email address by clicking this link: https://www.paypal.com/verify/email. The link expires in 48 hours.

Best regards,
Sara Moretti
GreenPath srl
HR Specialist",0,hard_legit
"Subject: Newsletter: Tech Digest #42

Dear Ms. De Venuto,

I hope this message finds you well.

We changed your account password as you requested. If this was not you, please contact our team at https://mail.google.com/help.

Happy to discuss further if needed.

Best regards,
Sara Moretti
Acme Corp
HR Specialist",0,legit_template
"Subject: Wire transfer failed - resubmit details

Dear Account Holder,

You have been selected for a reward. Claim it before it expires: http://185.220.101.4/login.php

Login and confirm: http://185.220.101.4/login.php !!!

Reply with your full name, address, phone number and bank details.

Your account will be locked permanently if you do not verify within 24 hours.

From: helpdesk@microsoft.com | Reply-To: noreply@amaz0n-update.com

Attachment: tracking_info.docm

Best regards,
Customer Support Team",1,phishing_template
"Subject: Your AWS certification results are ready

Dear Ms. De Venuto,

I hope this message finds you well.

Please find the weekly digest attached. Highlights include the new feature release and the Q&A summary.

Happy to discuss further if needed.

Best regards,
John Miller
TechFlow Ltd
HR Specialist",0,legit_template
"Subject: Team lunch on Friday

Dear Chiara,

Hope you are having a good week.

The interview is confirmed for next week. You can join via https://www.spotify.com/meet/interview-50352.

Happy to discuss further if needed.

Best regards,
Luca Verdi
TechFlow Ltd
Project Manager",0,legit_template
"Subject: Update your billing information now

Dear Customer,

Your most recent payment could not be processed. Update your billing details at: http://micros0ft-support.org/security

Login and confirm: http://micros0ft-support.org/security

Send your bank account number and PIN to complete the transfer.

This is the FINAL NOTICE. Immediate action is required.

From: billing@netflix.com | Reply-To: admin@secure-bank-login.top

Attachment: receipt.scr

Best regards,
Customer Support Team",1,phishing_template
"Subject: Confirm your new email

Hello Chiara, we updated your account security settings as requested. You can review them at https://github.com/settings/security.

Best regards,
Sara Moretti
TechFlow Ltd
Team Coordinator",0,hard_legit
"Subject: Annual security review

Dear User,

Hello, we noticed your email was used to register on a new device. To keep your account active, please confirm your email address here: http://secure-bank-login.top/update

Regards,
updates@netflix-billing.com",1,hard_phishing
"Subject: Claim your free gift card today!!!

Dear Valued Member,

We detected a security issue with your account. Login and confirm: http://91.206.93.38/verify/index.php

Update your account: http://91.206.93.38/verify/index.php

Send your bank account number and PIN to complete the transfer.

This matter requires your immediate attention.

From: billing@netflix.com | Reply-To: admin@secure-bank-login.top

Attachment: invoice_99821.zip

Best regards,
Customer Support Team",1,phishing_template
"Subject: Your order #48217 has shipped

Dear Chiara,

I hope this message finds you well.

The project is on track. Key milestones are documented in our shared folder: https://www.canva.com/projects/quarterly.

Let me know if you have any questions.

Best regards,
Luca Verdi
TechFlow Ltd
Project Manager",0,legit_template
"Subject: Your package could not be delivered

Dear User,

Due to unusual activity, your account has been temporarily suspended. Please verify your identity at: http://dhl-parcel-update.icu/track

Resolve this issue: http://dhl-parcel-update.icu/track !!!

Reply with your full name, address, phone number and bank details.

This matter requires your immediate attention.

From: service@apple.com | Reply-To: admin@secure-bank-login.top

Attachment: tracking_info.docm

Best regards,
Customer Support Team",1,phishing_template
"Subject: Invitation: Project kickoff next week

Dear Chiara De Venuto,

Hope you are having a good week.

Your enrollment in the course has been confirmed. Materials are available at https://www.spotify.com/courses/ai-practitioner.

Looking forward to your feedback.

Best regards,
Sara Moretti
StudioNova
HR Specialist",0,legit_template
"Subject: ACCOUNT SUSPENDED DUE TO SUSPICIOUS ACTIVITY

Dear Customer,

Someone tried to access your account from a new device. Confirm it was you: http://insta-gram-security.ga/confirm

Login and confirm: http://insta-gram-security.ga/confirm !!!

Enter your card number, expiry and CVV on the page.

Your account will be locked permanently if you do not verify within 24 hours.

From: service@apple.com | Reply-To: admin@secure-bank-login.top

Attachment: invoice_99821.zip

Best regards,
Customer Support Team",1,phishing_template
"Subject: Annual security review

Dear User,

Hello, your subscription will renew soon. Manage your plan here: http://185.220.101.4/login.php

Regards,
noreply@paypal-support.com",1,hard_phishing
"Subject: Newsletter: Tech Digest #42

Dear Ms. De Venuto,

I hope this message finds you well.

Attached is the agenda for our meeting on Friday at 14:30. Please review before the call.

Looking forward to your feedback.

Best regards,
Luca Verdi
TechFlow Ltd
Team Coordinator",0,legit_template
"Subject: URGENT: Your account has been suspended

Dear User,

Your package could not be delivered due to incorrect address. Update your details: http://fedex-delivery-notice.rest/track

Click here to verify: http://fedex-delivery-notice.rest/track

Provide your login credentials and date of birth to unlock your account.

Your account will be locked permanently if you do not verify within 24 hours.

From: accounts@wellsfargo.com | Reply-To: support@paypa1-secure.com

Attachment: payment_details.exe

Best regards,
Customer Support Team",1,phishing_template
"Subject: Invoice #2093841 is overdue - pay now

Dear User,

We detected a security issue with your account. Login and confirm: http://wellsfargo-security.biz/verify

Click here: http://wellsfargo-security.biz/verify

Please provide your password, credit card details and SSN for verification.

Failure to act within 24 hours will result in permanent closure of your account.

From: support@paypal.com | Reply-To: noreply@amaz0n-update.com

Attachment: receipt.scr

Best regards,
Customer Support Team",1,phishing_template
"Subject: FINAL NOTICE: account closure

Dear Customer,

Your invoice remains unpaid. Settle it now to avoid late fees: http://wellsfargo-security.biz/verify

Login and confirm: http://wellsfargo-security.biz/verify

Provide your login credentials and date of birth to unlock your account.

Your account will be locked permanently if you do not verify within 24 hours.

From: support@paypal.com | Reply-To: admin@secure-bank-login.top

Attachment: payment_details.exe

Best regards,
Customer Support Team",1,phishing_template
"Subject: Reminder: docs review tomorrow

Dear Ms. De Venuto,

Hope you are having a good week.

Our support line is +39 06 555 0117 if you need assistance with your account.

Let me know if you have any questions.

Best regards,
Marco Rossi
StudioNova
Project Manager",0,legit_template
"Subject: CONGRATULATIONS! You have won a prize

Dear Valued Member,

Your most recent payment could not be processed. Update your billing details at: http://185.220.101.4/login.php

Verify now: http://185.220.101.4/login.php

Please provide your password, credit card details and SSN for verification.

This is the FINAL NOTICE. Immediate action is required.

From: accounts@wellsfargo.com | Reply-To: support@paypa1-secure.com

Attachment: tracking_info.docm

Best regards,
Customer Support Team",1,phishing_template
"Subject: Weekly team update - projects on track

Dear Chiara De Venuto,

Hope you are having a good week.

Thank you for your purchase. Your receipt is available at https://www.figma.com/receipts/order-68901.

Have a great day!

Best regards,
Luca Verdi
GreenPath srl
Project Manager",0,legit_template
"Subject: A document was shared with you

Dear User,

Dear member, as part of our annual security review we ask you to reconfirm your email address at http://goog1e-account.com/recovery.

Regards,
noreply@paypal-support.com",1,hard_phishing
"Subject: Wire transfer failed - resubmit details

Dear Account Holder,

Someone tried to access your account from a new device. Confirm it was you: http://wellsfargo-security.biz/verify

Click here to verify: http://wellsfargo-security.biz/verify !!

Enter your card number, expiry and CVV on the page.

This is the FINAL NOTICE. Immediate action is required.

From: security@amazon.com | Reply-To: admin@secure-bank-login.top

Attachment: receipt.scr

Best regards,
Customer Support Team",1,phishing_template
"Subject: Newsletter: Tech Digest #42

Dear Chiara,

Hope you are having a good week.

Thank you for your purchase. Your receipt is available at https://www.figma.com/receipts/order-85220.

Feel free to reach out anytime.

Best regards,
Marco Rossi
GreenPath srl
Account Manager",0,legit_template
"Subject: Weekly team update - projects on track

Dear Ms. De Venuto,

Hope you are having a good week.

The project is on track. Key milestones are documented in our shared folder: https://trello.com/projects/quarterly.

Looking forward to your feedback.

Best regards,
Luca Verdi
Acme Corp
Project Manager",0,legit_template
"Subject: VERIFY YOUR ACCOUNT IMMEDIATELY

Dear Valued Member,

A withdrawal was attempted on your account. Stop it here: http://185.220.101.4/login.php

Confirm your identity: http://185.220.101.4/login.php !!!

Send your bank account number and PIN to complete the transfer.

Your account will be locked permanently if you do not verify within 24 hours.

From: support@paypal.com | Reply-To: claims@account-verification.xyz

Attachment: receipt.scr

Best regards,
Customer Support Team",1,phishing_template
"Subject: VERIFY YOUR ACCOUNT IMMEDIATELY

Dear Customer,

We detected a security issue with your account. Login and confirm: http://insta-gram-security.ga/confirm

Verify now: http://insta-gram-security.ga/confirm !!!

Please provide your password, credit card details and SSN for verification.

This is the FINAL NOTICE. Immediate action is required.

From: service@apple.com | Reply-To: support@paypa1-secure.com

Attachment: invoice_99821.zip

Best regards,
Customer Support Team",1,phishing_template
"Subject: Action required: reactivate your account

Dear Valued Member,

Due to unusual activity, your account has been temporarily suspended. Please verify your identity at: http://pay-pal-verify.net/account/update

Login and confirm: http://pay-pal-verify.net/account/update

Reply with your full name, address, phone number and bank details.

This matter requires your immediate attention.

From: accounts@wellsfargo.com | Reply-To: support@paypa1-secure.com

Attachment: receipt.scr

Best regards,
Customer Support Team",1,phishing_template
"Subject: Profile confirmation request

Dear Customer,

Dear user, a document was shared with you. Open it to view: http://dhl-parcel-update.icu/track

Regards,
no-reply@amazon-security.net",1,hard_phishing
"Subject: CONGRATULATIONS! You have won a prize

Dear Customer,

Your most recent payment could not be processed. Update your billing details at: http://steam-support.click/reward

Resolve this issue: http://steam-support.click/reward !!

Reply with your full name, address, phone number and bank details.

Do not ignore this message. Your account access will be revoked.

From: accounts@wellsfargo.com | Reply-To: admin@secure-bank-login.top

Attachment: receipt.scr

Best regards,
Customer Support Team",1,phishing_template
